model_id,algorithm_id,mean_test_accuracy,mean_test_precision_micro,mean_test_precision_macro,mean_test_precision_weighted,mean_test_recall_micro,mean_test_recall_macro,mean_test_recall_weighted,mean_test_roc_auc_ovo_weighted,geometric_mean_score_micro,geometric_mean_score_macro,geometric_mean_score_weighted,matthews_corrcoef,f5_micro,f5_macro,f5_weighted,f1_micro,f1_macro,f1_weighted,f2_micro,f2_macro,f2_weighted,log_loss
1279,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7930545455,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2267196588
1280,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7930545455,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2267196588
1281,4,0.8883054893,0.8883054893,0.7053312011,0.8896627328,0.8883054893,0.7069030303,0.8883054893,0.8004242424,0.9713603819,0.8997454545,0.8968908435,0.8416567063,0.9713603819,0.9334076428,0.9704997552,0.9713603819,0.9199354898,0.970625303,0.9713603819,0.9075042983,0.9709921142,0.2408828008
1282,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143727551
1283,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143727551
1284,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143727551
1285,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7933575758,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2267804274
1286,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7933575758,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2267804274
1287,4,0.8887828162,0.8887828162,0.7069633183,0.8900358735,0.8887828162,0.707169697,0.8887828162,0.8007151515,0.9713603819,0.8997454545,0.8968908435,0.8416567063,0.9713603819,0.9334076428,0.9704997552,0.9713603819,0.9199354898,0.970625303,0.9713603819,0.9075042983,0.9709921142,0.2409354895
1288,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143763132
1289,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143763132
1290,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143763132
1291,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7936363636,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2268414083
1292,4,0.8863961814,0.8863961814,0.6987332264,0.8874372645,0.8863961814,0.7018242424,0.8863961814,0.7936363636,0.9761336516,0.9144484848,0.912365591,0.8686528878,0.9761336516,0.9461971506,0.9755101958,0.9761336516,0.9335636039,0.9755751894,0.9761336516,0.9218209617,0.9758463865,0.2268414083
1293,4,0.8887828162,0.8887828162,0.7069633183,0.8900358735,0.8887828162,0.707169697,0.8887828162,0.8009333333,0.9718377088,0.9000121212,0.897141518,0.8441527071,0.9718377088,0.935237467,0.9709739863,0.9718377088,0.9211010931,0.9710826997,0.9718377088,0.9081024245,0.9714549143,0.240988318
1294,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143798714
1295,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143798714
1296,4,0.8988066826,0.8988066826,0.8662601424,0.8922715358,0.8988066826,0.5221939394,0.8988066826,0.8280484848,0.907398568,0.5631030303,0.445584566,0.3256653341,0.907398568,0.6678951798,0.8702321413,0.907398568,0.5873807107,0.8744427995,0.907398568,0.5664682939,0.8924299367,0.7143798714
1297,4,0.9059665871,0.9059665871,0.7578609757,0.8920032618,0.9059665871,0.6626060606,0.9059665871,0.849430303,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3118786459
1298,4,0.9059665871,0.9059665871,0.7578609757,0.8920032618,0.9059665871,0.6626060606,0.9059665871,0.849430303,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3118786459
1299,4,0.9059665871,0.9059665871,0.7578609757,0.8920032618,0.9059665871,0.6626060606,0.9059665871,0.849430303,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3149953282
1300,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.6714181818,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9882422454
1301,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4209939394,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9998564839
1302,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4152969697,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,1.0
1303,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8502545455,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3123565562
1304,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8502545455,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3123565562
1305,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8502545455,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3154646258
1306,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.6714181818,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9882424422
1307,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4209939394,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9998564768
1308,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4152969697,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9999999923
1309,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8509333333,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3128369266
1310,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8509333333,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3128369266
1311,4,0.9059665871,0.9059665871,0.7585433647,0.8917963943,0.9059665871,0.6606,0.9059665871,0.8509333333,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3159363369
1312,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.671430303,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9882426391
1313,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4209939394,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9998564698
1314,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4152969697,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9999999846
1315,4,0.9064439141,0.9064439141,0.7617803125,0.8925087358,0.9064439141,0.6608666667,0.9064439141,0.8517090909,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.313319237
1316,4,0.9064439141,0.9064439141,0.7617803125,0.8925087358,0.9064439141,0.6608666667,0.9064439141,0.8517090909,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.313319237
1317,4,0.9064439141,0.9064439141,0.7617803125,0.8925087358,0.9064439141,0.6608666667,0.9064439141,0.8517090909,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3164099699
1318,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.671430303,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9882428359
1319,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4209939394,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9998564628
1320,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4152969697,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9999999769
1321,4,0.9064439141,0.9064439141,0.7610082571,0.8920169894,0.9064439141,0.6588606061,0.9064439141,0.8525333333,0.9646778043,0.8619090909,0.855760406,0.7999220038,0.9646778043,0.9224660753,0.9629554757,0.9646778043,0.8968134162,0.9629202804,0.9646778043,0.8748382842,0.9637324644,0.3138030084
1322,4,0.9064439141,0.9064439141,0.7610082571,0.8920169894,0.9064439141,0.6588606061,0.9064439141,0.8525333333,0.9646778043,0.8619090909,0.855760406,0.7999220038,0.9646778043,0.9224660753,0.9629554757,0.9646778043,0.8968134162,0.9629202804,0.9646778043,0.8748382842,0.9637324644,0.3138030084
1323,4,0.9064439141,0.9064439141,0.7610082571,0.8920169894,0.9064439141,0.6588606061,0.9064439141,0.8525333333,0.9642004773,0.8596363636,0.8532532003,0.7969589114,0.9642004773,0.9214388096,0.9624177095,0.9642004773,0.8951818682,0.9623735141,0.9642004773,0.8727774927,0.9632168469,0.3168850708
1324,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.671430303,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9882430328
1325,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4209939394,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9998564558
1326,4,0.8949880668,0.8949880668,0.4474940334,0.8010036398,0.8949880668,0.5,0.8949880668,0.4152969697,0.8949880668,0.5,0.3065687966,0.0,0.8949880668,0.4570941004,0.8181875306,0.8949880668,0.4722921914,0.8453917508,0.8949880668,0.4885356957,0.8744672357,0.9999999692
1327,4,0.8911694511,0.8911694511,0.7113802435,0.8891890209,0.8911694511,0.6984727273,0.8911694511,0.8023757576,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1070210412
1328,4,0.8911694511,0.8911694511,0.7113802435,0.8891890209,0.8911694511,0.6984727273,0.8911694511,0.8023757576,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1070210412
1329,4,0.8911694511,0.8911694511,0.7110519178,0.8887444374,0.8911694511,0.6964666667,0.8911694511,0.8019757576,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1070210412
1330,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548438493
1331,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548438493
1332,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548438493
1333,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8026060606,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1073469005
1334,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8026060606,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1073469005
1335,4,0.8911694511,0.8911694511,0.7112603446,0.8887907343,0.8911694511,0.6964666667,0.8911694511,0.8022666667,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1073469005
1336,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548469833
1337,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548469833
1338,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548469833
1339,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8029818182,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1076709644
1340,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8029818182,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1076709644
1341,4,0.8911694511,0.8911694511,0.7112603446,0.8887907343,0.8911694511,0.6964666667,0.8911694511,0.802569697,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1076709644
1342,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548501172
1343,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548501172
1344,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548501172
1345,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8034181818,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.107993729
1346,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8034181818,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.107993729
1347,4,0.8911694511,0.8911694511,0.7112603446,0.8887907343,0.8911694511,0.6964666667,0.8911694511,0.8030060606,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.107993729
1348,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548532512
1349,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548532512
1350,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548532512
1351,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8038181818,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1083155407
1352,4,0.8911694511,0.8911694511,0.7115886702,0.8892353179,0.8911694511,0.6984727273,0.8911694511,0.8038181818,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1083155407
1353,4,0.8911694511,0.8911694511,0.7112603446,0.8887907343,0.8911694511,0.6964666667,0.8911694511,0.8034060606,0.9918854415,0.9653757576,0.9650117046,0.9562238258,0.9918854415,0.9857382907,0.9918091432,0.9918854415,0.9778348408,0.9917759344,0.9918854415,0.9702561727,0.9918176954,0.1083155407
1354,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548563852
1355,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548563852
1356,4,0.8973747017,0.8973747017,0.8485656202,0.8869313011,0.8973747017,0.5113636364,0.8973747017,0.8048363636,0.9011933174,0.5315515152,0.3819842291,0.2294483266,0.9011933174,0.5845389897,0.8488168073,0.9011933174,0.5334050623,0.8606575151,0.9011933174,0.5281458112,0.8835825543,0.7548563852
1357,5,0.9150357995,0.9150357995,0.8005897055,0.9039441628,0.9150357995,0.6817151515,0.9150357995,0.8974181818,0.9570405728,0.8315636364,0.8220423467,0.752642448,0.9570405728,0.9025995808,0.9543394692,0.9570405728,0.8715900361,0.9543405558,0.9570405728,0.8460924729,0.9556112045,0.8598117716
1358,5,0.9150357995,0.9150357995,0.8005897055,0.9039441628,0.9150357995,0.6817151515,0.9150357995,0.8973939394,0.9570405728,0.8315636364,0.8220423467,0.752642448,0.9570405728,0.9025995808,0.9543394692,0.9570405728,0.8715900361,0.9543405558,0.9570405728,0.8460924729,0.9556112045,0.8598129418
1359,5,0.9145584726,0.9145584726,0.7987737275,0.9035363226,0.9145584726,0.6814484848,0.9145584726,0.8984,0.9551312649,0.8244787879,0.8140609326,0.7406537434,0.9551312649,0.8971964712,0.9521558221,0.9551312649,0.8652552439,0.9521896769,0.9551312649,0.8392167085,0.9535833419,0.8984744277
1360,5,0.9159904535,0.9159904535,0.8113387486,0.9048553661,0.9159904535,0.6742242424,0.9159904535,0.9011757576,0.9517899761,0.808569697,0.7957844598,0.7185690932,0.9517899761,0.8888173935,0.9481747373,0.9517899761,0.8528035807,0.9481600909,0.9517899761,0.8243200358,0.9498781546,1.0
1361,5,0.8720763723,0.8720763723,0.6759584782,0.8847934611,0.8720763723,0.7098727273,0.8720763723,0.7869575758,0.9742243437,0.9073636364,0.9048969082,0.857696648,0.9742243437,0.9416696533,0.9734861246,0.9742243437,0.9279419408,0.9735627727,0.9742243437,0.9152725157,0.9738843596,0.1021458012
1362,5,0.8582338902,0.8582338902,0.6548267819,0.8787924487,0.8582338902,0.6981272727,0.8582338902,0.7185878788,0.9799522673,0.9346363636,0.933537145,0.8911491826,0.9799522673,0.9521236062,0.9796331237,0.9799522673,0.9453524423,0.9797031984,0.9799522673,0.9388401963,0.9798333747,8.96e-08
1363,5,0.9116945107,0.9116945107,0.7758373126,0.9034724016,0.9116945107,0.7079333333,0.9116945107,0.8801575758,0.9599045346,0.8512181818,0.8442509519,0.7723211085,0.9599045346,0.906833661,0.9578337166,0.9599045346,0.8833964124,0.9580109924,0.9599045346,0.8631779533,0.9589325245,0.6451467693
1364,5,0.9150357995,0.9150357995,0.7960209879,0.9054105379,0.9150357995,0.6957575758,0.9150357995,0.891369697,0.9556085919,0.8347757576,0.8259842563,0.7457550971,0.9556085919,0.8953419016,0.9529892097,0.9556085919,0.8694328789,0.9532288865,0.9556085919,0.8475284553,0.9543946436,0.8481196487
1365,5,0.9150357995,0.9150357995,0.8005897055,0.9039441628,0.9150357995,0.6817151515,0.9150357995,0.8974181818,0.9570405728,0.8315636364,0.8220423467,0.752642448,0.9570405728,0.9025995808,0.9543394692,0.9570405728,0.8715900361,0.9543405558,0.9570405728,0.8460924729,0.9556112045,0.8598117716
1366,5,0.9150357995,0.9150357995,0.8005897055,0.9039441628,0.9150357995,0.6817151515,0.9150357995,0.8973939394,0.9570405728,0.8315636364,0.8220423467,0.752642448,0.9570405728,0.9025995808,0.9543394692,0.9570405728,0.8715900361,0.9543405558,0.9570405728,0.8460924729,0.9556112045,0.8598129418
